ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,
10173,23,100,16,2728.03,
10182,20,100,13,2395.8,
10192,23,100,1,3052.33,
10204,42,100,7,4242,
10213,27,100,3,2790.45,
10227,33,100,13,4340.49,
10241,28,98.65,5,2762.2,
10267,43,100,2,4645.72,
10279,48,100,2,5580.96,
10288,48,100,8,6539.04,
10302,45,100,4,5548.95,
10311,43,100,3,4595.41,
10332,44,42.26,11,1859.44,
10346,24,87.24,5,2093.76,
10368,31,100,5,4223.13,
10380,44,36.29,7,1596.76,
10407,59,98.65,5,5820.35,
10420,55,96.3,8,5296.5,
10109,29,32.1,6,930.9,
10122,39,30.96,4,1207.44,
10135,20,35.87,1,717.4,
10147,25,42.67,1,1066.75,
10160,42,37,2,1554,
10171,36,35.49,4,1277.64,
10181,37,42.67,8,1578.79,
10192,30,30.59,13,917.7,
10203,21,37,2,777,
10212,34,43.42,12,1476.28,
10225,42,36.63,3,1538.46,
10239,20,44.56,2,891.2,
10253,40,42.67,7,1706.8,
10266,34,40.4,8,1373.6,
10278,31,38.89,8,1205.59,
10287,36,39.65,6,1427.4,
10301,48,34.36,10,1649.28,
10310,33,41.91,4,1383.03,
10321,37,33.23,12,1229.51,
10331,27,42.24,13,1140.48,
10342,39,40.4,9,1575.6,
10355,36,38.52,4,1386.72,
10367,36,100,2,5018.4,
10378,41,100,7,5856.85,
10390,37,100,5,4894.73,
10405,47,44.56,2,2094.32,
10419,15,42.67,7,640.05,
10105,44,72.58,4,3193.52,
10119,35,87.62,13,3066.7,
10129,41,94.71,4,3883.11,
10142,49,98.25,1,4814.25,
10154,31,91.17,2,2826.27,
10167,20,79.66,11,1593.2,
10177,45,72.58,2,3266.1,
10185,33,74.35,2,2453.55,
10197,47,83.2,8,3910.4,
10208,20,89.4,2,1788,
10222,47,70.81,14,3328.07,
10233,40,94.71,2,3788.4,
10248,30,100,5,3053.7,
10261,22,91.17,3,2005.74,
10273,27,100,6,2796.12,
10283,34,92.94,8,3159.96,
10295,46,84.97,3,3908.62,
10306,31,84.08,2,2606.48,
10315,24,86.74,1,2081.76,
10326,41,85.85,3,3519.85,
10339,55,100,13,10758,
10350,30,100,9,3021,
10373,33,57.32,12,1891.56,
10384,43,97.87,2,4208.41,
10396,27,83.2,7,2246.4,
10414,60,100,5,6107.4,
10110,27,73.62,12,1987.74,
10124,49,83.04,11,4068.96,
10148,31,73.62,5,2282.22,
10161,20,77.05,4,1541,
10172,24,81.33,2,1951.92,
10182,33,94.17,15,3107.61,
10192,32,72.77,3,2328.64,
10204,40,79.62,9,3184.8,
10212,27,79.62,2,2149.74,
10227,40,79.62,15,3184.8,
10241,26,81.33,7,2114.58,
10267,44,96.74,4,4256.56,
10279,33,71.06,4,2344.98,
10288,34,68.49,10,2328.66,
10302,48,74.48,6,3575.04,
10311,25,83.04,5,2076,
10321,39,84.75,2,3305.25,
10332,45,34.19,12,1538.55,
10346,24,100,2,3325.92,
10368,46,79.62,1,3662.52,
10380,44,79.06,9,3478.64,
10407,13,81.33,7,1057.29,
10420,35,96.74,10,3385.9,
10108,30,63.07,5,1892.1,
10122,34,50.21,9,1707.14,
10135,27,66.13,6,1785.51,
10147,30,68.58,6,2057.4,
10159,50,69.8,1,3490,
10169,34,50.21,1,1707.14,
10181,23,65.52,13,1506.96,
10191,48,60.01,2,2880.48,
10203,34,64.9,7,2206.6,
10211,48,48.98,1,2351.04,
10225,24,50.21,8,1205.04,
10238,47,62.45,2,2935.15,
10253,24,52.66,12,1263.84,
10266,47,62.45,13,2935.15,
10276,20,61.23,2,1224.6,
10287,20,67.97,11,1359.4,
10300,31,58.78,4,1822.18,
10310,38,56.94,9,2163.72,
10320,26,61.23,2,1591.98,
10331,25,100,9,3078.5,
10342,48,62.45,10,2997.6,
10355,44,62.45,6,2747.8,
10363,21,100,15,2447.76,
10378,46,41.54,6,1910.84,
10390,46,52.84,6,2430.64,
10419,55,52.66,12,2896.3,
10106,31,52.6,14,1630.6,
10119,20,72.98,5,1459.6,
10131,29,59.18,6,1716.22,
10143,33,77.59,9,2560.47,
10155,34,55.89,7,1900.26,
10167,32,63.12,3,2019.84,
10178,27,73.64,6,1988.28,
10186,21,69.04,3,1449.84,
10198,27,71.67,6,1935.09,
10209,36,77.59,2,2793.24,
10222,43,70.35,6,3025.05,
10249,25,69.7,2,1742.5,
10262,46,70.35,11,3236.1,
10274,24,72.33,3,1735.92,
10284,39,71.67,13,2795.13,
10296,31,53.92,9,1671.52,
10307,22,71.67,3,1576.74,
10316,47,76.93,11,3615.71,
10328,20,72.98,2,1459.6,
10339,29,99.69,14,2891.01,
10351,38,68.38,4,2598.44,
10361,34,100,6,3871.92,
10373,46,66,11,3036,
10386,35,63.76,9,2231.6,
10398,34,71.67,13,2436.78,
10400,38,57.2,3,2173.6,
10415,18,69.7,2,1254.6,
10110,37,100,14,3724.42,
10124,43,100,13,5203,
10148,27,100,7,3469.5,
10161,30,100,6,3148.2,
10172,22,98.51,4,2167.22,
10182,49,100,17,6244.07,
10192,46,100,5,5566,
10204,48,91.02,11,4368.96,
10212,46,87.81,4,4039.26,
10226,48,92.09,2,4420.32,
10241,27,86.73,9,2341.71,
10267,43,100,6,5110.98,
10279,48,100,6,6168,
10288,41,100,12,4873.26,
10301,22,96.37,2,2120.14,
10311,46,92.09,7,4236.14,
10321,21,89.95,4,1888.95,
10332,31,37.18,13,1152.58,
10346,26,95.88,6,2492.88,
10368,20,99.58,4,1991.6,
10380,34,100,11,3953.18,
10407,43,86.73,9,3729.39,
10420,26,100,12,2617.16,
10105,50,79.67,1,3983.5,
10119,35,90.57,10,3169.95,
10129,50,77.99,1,3899.5,
10143,23,80.51,14,1851.73,
10155,37,67.93,12,2513.41,
10167,29,83.86,8,2431.94,
10178,21,72.12,11,1514.52,
10186,36,85.54,8,3079.44,
10197,22,86.38,5,1900.36,
10209,22,89.73,7,1974.06,
10222,46,80.51,11,3703.46,
10248,23,76.31,2,1755.13,
10262,49,87.21,16,4273.29,
10273,48,83.02,3,3984.96,
10283,33,72.96,5,2407.68,
10296,22,77.15,14,1697.3,
10307,22,91.41,8,2011.02,
10316,25,92.25,16,2306.25,
10326,20,92.25,2,1845,
10339,42,59.36,16,2493.12,
10350,25,60.34,10,1508.5,
10373,23,100,10,2394.3,
10385,37,85.54,2,3164.98,
10396,37,90.57,8,3351.09,
10400,42,72.96,8,3064.32,
10414,51,76.31,2,3891.81,
10108,40,100,1,5448.8,
10122,43,100,5,5494.97,
10135,47,100,2,6336.07,
10147,23,100,2,2906.97,
10160,35,100,3,4767.7,
10170,34,100,1,3819.56,
10181,25,100,9,3861.75,
10192,45,100,14,6319.35,
10203,47,100,3,6996.42,
10212,49,100,13,6949.67,
10225,40,100,4,4550,
10239,29,100,3,4479.63,
10253,39,100,8,5148,
10266,24,100,9,2932.08,
10278,25,100,9,3159.75,
10287,36,100,7,4297.32,
10301,50,100,11,7723.5,
10310,45,100,5,5497.65,
10321,26,100,13,4052.88,
10331,21,100,1,3135.93,
10342,42,100,6,5013.54,
10355,32,100,8,5302.72,
10363,31,94.58,1,2931.98,
10378,33,53.27,3,1757.91,
10390,45,100,8,6763.05,
10405,76,100,3,11739.7,
10419,70,100,8,9240,
10106,50,64.83,11,3241.5,
10119,28,70.29,2,1968.12,
10131,50,81.89,3,4094.5,
10143,28,66.19,6,1853.32,
10155,44,77.11,4,3392.84,
10168,27,73.02,18,1971.54,
10178,30,72.33,3,2169.9,
10198,43,66.19,3,2846.17,
10210,29,69.6,16,2018.4,
10222,48,56.64,3,2718.72,
10235,33,60.05,12,1981.65,
10250,40,75.06,13,3002.4,
10262,48,61.42,8,2948.16,
10275,41,81.89,18,3357.49,
10284,21,55.96,10,1175.16,
10296,32,71.65,6,2292.8,
10308,43,76.43,16,3286.49,
10316,30,77.79,8,2333.7,
10328,35,76.43,3,2675.05,
10339,45,96.92,11,4361.4,
10351,34,59.37,3,2018.58,
10361,26,100,7,3710.98,
10373,39,73,13,2847,
10386,41,73.32,12,3006.12,
10398,41,68.24,2,2797.84,
10401,64,60.05,12,3843.2,
10416,18,75.06,13,1351.08,
10100,49,34.47,1,1689.03,
10110,48,34.47,5,1654.56,
10124,46,33.23,4,1528.58,
10149,26,38.98,9,1013.48,
10162,37,38.98,7,1442.26,
10173,35,33.23,11,1163.05,
10182,23,42.26,8,971.98,
10193,22,41.03,12,902.66,
10204,39,33.23,2,1295.97,
10214,44,34.88,5,1534.72,
10227,27,43.9,8,1185.3,
10242,46,36.93,1,1698.78,
10280,33,41.85,14,1381.05,
10288,33,40.62,3,1340.46,
10303,24,40.21,1,965.04,
10312,31,35.29,15,1093.99,
10332,41,77.24,14,3166.84,
10346,22,97.44,4,2143.68,
10368,46,37.34,3,1717.64,
10380,43,95.03,12,4086.29,
10408,15,36.93,1,553.95,
10420,15,43.49,3,652.35,
10104,26,100,5,2921.62,
10115,44,100,1,5568.64,
10127,20,96.99,7,1939.8,
10141,40,94.62,1,3784.8,
10152,23,100,3,2802.09,
10165,24,99.36,8,2384.64,
10176,29,100,7,2915.66,
10184,49,100,2,5795.72,
10195,34,100,2,3699.88,
10207,28,100,3,2980.6,
10220,37,100,7,5032.74,
10230,45,100,5,4737.15,
10246,46,100,1,6311.2,
10271,22,100,1,3070.54,
10282,39,100,10,4797.39,
10292,27,100,4,3832.38,
10305,36,100,1,4641.48,
10314,38,100,10,4000.26,
10325,44,100,5,5325.76,
10336,31,100,5,4618.69,
10349,23,100,2,3182.97,
10359,22,100,7,2603.04,
10371,28,50.32,9,1408.96,
10383,21,93.91,4,1972.11,
10394,37,100,7,5207.75,
10412,31,100,1,4253.2,
10103,25,100,15,2873,
10111,26,86.68,3,2253.68,
10126,34,100,15,3576.12,
10139,29,100,4,3276.13,
10149,20,90.57,1,1811.4,
10163,42,91.55,5,3845.1,
10173,22,100,3,2571.14,
10183,47,100,12,5035.11,
10193,20,100,4,2279,
10206,33,97.39,10,3213.87,
10215,39,90.57,7,3532.23,
10228,33,100,6,3406.59,
10244,40,86.68,4,3467.2,
10257,46,78.89,4,3628.94,
10269,48,97.39,2,4674.72,
10280,21,78.89,6,1656.69,
10290,45,100,1,5171.4,
10304,33,100,10,3342.57,
10312,44,100,7,4884.88,
10324,33,100,3,6267.69,
10333,39,100,1,4424.16,
10348,39,50.31,2,1962.09,
10358,41,100,6,6847,
10369,40,86.92,3,3476.8,
10382,33,100,4,4592.61,
10423,28,78.89,4,2208.92,
10106,26,63.76,3,1657.76,
10120,29,85.49,9,2479.21,
10133,46,77.52,4,3565.92,
10145,33,84.77,15,2797.41,
10168,48,78.25,10,3756,
10210,40,71,8,2840,
10223,23,74.62,10,1716.26,
10235,40,81.14,4,3245.6,
10250,37,74.62,5,2760.94,
10263,24,75.35,11,1808.4,
10275,27,62.31,10,1682.37,
10284,21,71,2,1491,
10297,23,72.45,5,1666.35,
10308,44,83.32,8,3666.08,
10317,35,83.32,1,2916.2,
10328,43,60.86,4,2616.98,
10340,40,84.77,1,3390.8,
10353,35,89.9,3,3146.5,
10361,25,62.46,1,1561.5,
10375,43,100,2,10039.6,
10386,50,63.34,8,3167,
10398,45,78.25,14,3521.25,
10401,52,81.14,4,4219.28,
10416,48,74.62,5,3581.76,
10108,31,68.71,10,2130.01,
10122,29,71.14,14,2063.06,
10135,23,87.31,11,2008.13,
10147,31,64.67,11,2004.77,
10159,23,67.1,6,1543.3,
10169,24,94.58,6,2269.92,
10180,28,71.14,1,1991.92,
10191,44,66.29,7,2916.76,
10211,22,92.16,6,2027.52,
10225,46,70.33,13,3235.18,
10238,22,93.77,7,2062.94,
10252,38,87.31,3,3317.78,
10264,47,83.27,1,3913.69,
10276,48,75.18,7,3608.64,
10287,40,88.12,16,3524.8,
10299,32,80.84,1,2586.88,
10310,49,97.01,14,4753.49,
10319,43,85.69,2,3684.67,
10331,41,100,2,5715.4,
10343,30,100,1,3098.7,
10355,28,95.39,9,2670.92,
10363,43,100,9,5154.41,
10378,41,100,2,4894.17,
10390,30,82.42,10,2472.6,
10103,31,100,3,3224.31,
10114,32,100,7,3667.52,
10126,43,96.31,3,4141.33,
10140,26,100,3,2829.58,
10151,27,100,10,3068.55,
10164,24,100,1,2634.96,
10175,22,100,8,2436.72,
10184,46,100,13,4607.36,
10194,37,97.27,3,3598.99,
10207,49,80.9,14,3964.1,
10217,21,100,3,2244.9,
10229,25,100,8,2793,
10245,37,100,1,4133.64,
10259,45,86.68,11,3900.6,
10270,32,85.72,1,2743.04,
10281,29,82.83,8,2402.07,
10291,26,83.79,3,2178.54,
10305,28,100,12,3155.04,
10313,27,87.64,6,2366.28,
10324,20,98.18,11,1963.6,
10335,44,100,1,4746.28,
10348,42,100,3,6386.94,
10358,41,100,1,4428,
10371,26,100,1,4044.04,
10382,26,100,6,2708.42,
10411,26,100,1,2904.72,
10425,41,86.68,11,3553.88,
10107,20,92.9,8,1858,
10120,22,100,6,2461.36,
10133,23,100,1,2642.01,
10145,33,93.9,12,3098.7,
10168,28,100,7,3244.36,
10188,44,98.89,7,4351.16,
10210,46,79.91,5,3675.86,
10223,21,100,7,2475.27,
10235,41,100,1,4177.49,
10250,31,100,2,3282.28,
10263,31,79.91,8,2477.21,
10275,23,81.91,7,1883.93,
10285,37,98.89,12,3658.93,
10297,26,100,2,2856.88,
10308,24,79.91,5,1917.84,
10318,47,100,7,5305.36,
10329,45,63.91,11,2875.95,
10340,55,100,2,6482.85,
10353,46,81.17,5,3733.82,
10363,50,100,2,6576.5,
10375,37,100,3,6353.27,
10387,44,94.9,1,4175.6,
10401,49,100,1,4992.61,
10416,45,100,2,4764.6,
10108,27,43.45,13,1173.15,
10122,31,44.66,17,1384.46,
10135,33,40.23,14,1327.59,
10145,31,35.8,1,1109.8,
10159,35,35.4,9,1239,
10169,26,39.83,9,1035.58,
10180,34,45.46,4,1545.64,
10190,46,32.99,1,1517.54,
10211,41,42.24,9,1731.84,
10224,43,39.43,2,1695.49,
10237,26,40.23,2,1045.98,
10252,36,48.28,6,1738.08,
10264,20,32.59,4,651.8,
10276,27,36.61,10,988.47,
10285,37,41.03,1,1518.11,
10299,24,42.24,4,1013.76,
10310,36,43.05,17,1549.8,
10319,29,38.22,5,1108.38,
10331,28,100,3,4102.56,
10343,29,100,5,3713.16,
10355,38,39.83,10,1513.54,
10364,48,48.28,1,2317.44,
10378,40,82.46,1,3298.4,
10390,41,44.56,11,1826.96,
10403,30,40.23,2,1206.9,
10104,35,47.62,11,1666.7,
10114,28,55.73,2,1560.44,
10127,45,51.95,13,2337.75,
10141,24,45.99,7,1103.76,
10151,41,63.85,5,2617.85,
10165,48,45.99,14,2207.52,
10175,50,63.31,3,3165.5,
10184,33,62.77,8,2071.41,
10195,32,43.29,8,1385.28,
10207,27,60.06,9,1621.62,
10219,35,55.19,4,1931.65,
10229,23,54.11,3,1244.53,
10246,35,48.7,7,1704.5,
10259,40,43.83,6,1753.2,
10271,35,47.62,7,1666.7,
10281,31,55.19,3,1710.89,
10292,50,46.53,10,2326.5,
10305,40,57.9,7,2316,
10313,38,45.45,1,1727.1,
10325,38,100,3,8844.12,
10335,40,60.6,3,2424,
10349,33,46.53,1,1535.49,
10359,36,100,3,6358.68,
10371,20,66.47,2,1329.4,
10383,32,53.18,5,1701.76,
10394,36,62.77,3,2259.72,
10412,19,48.7,7,925.3,
10425,11,43.83,6,482.13,
10104,49,65.87,4,3227.63,
10116,27,63.38,1,1711.26,
10127,29,70.84,6,2054.36,
10142,42,74.57,16,3131.94,
10152,33,50.95,2,1681.35,
10165,44,53.44,7,2351.36,
10176,22,64,6,1408,
10184,48,50.95,1,2445.6,
10195,33,54.68,1,1804.44,
10207,45,56.55,2,2544.75,
10220,20,52.82,6,1056.4,
10230,46,60.9,4,2801.4,
10247,40,49.71,6,1988.4,
10272,45,64.63,6,2908.35,
10282,36,59.65,9,2147.4,
10292,31,67.73,3,2099.63,
10306,46,50.33,17,2315.18,
10314,35,66.49,9,2327.15,
10325,28,100,2,5377.4,
10336,31,84.71,9,2626.01,
10350,27,100,14,4406.4,
10359,22,100,1,4301.22,
10371,30,99.55,11,2986.5,
10383,44,36.07,8,1587.08,
10394,30,60.28,4,1808.4,
10413,24,49.71,6,1193.04,
10103,45,75.63,7,3403.35,
10113,23,68.52,1,1575.96,
10126,26,62.7,7,1630.2,
10140,28,60.76,7,1701.28,
10150,49,58.18,4,2850.82,
10164,49,54.94,5,2692.06,
10175,29,74.98,12,2174.42,
10183,49,64.64,4,3167.36,
10194,39,54.94,7,2142.66,
10206,36,58.82,2,2117.52,
10217,39,62.05,7,2419.95,
10229,30,73.04,12,2191.2,
10245,44,69.16,5,3043.04,
10258,20,61.41,2,1228.2,
10270,21,63.35,5,1330.35,
10281,36,77.57,12,2792.52,
10291,32,71.75,7,2296,
10304,36,73.04,2,2629.44,
10313,34,56.24,10,1912.16,
10324,48,100,4,8209.44,
10333,33,73.69,4,2431.77,
10348,31,100,5,3139.99,
10358,36,100,2,5669.64,
10370,25,100,3,3160.25,
10382,48,100,8,6799.68,
10411,27,69.16,5,1867.32,
10424,44,61.41,2,2702.04,
10106,33,72.92,5,2406.36,
10120,29,72.23,11,2094.67,
10133,49,57.1,6,2797.9,
10144,20,81.86,1,1637.2,
10168,31,73.61,12,2281.91,
10210,39,59.16,10,2307.24,
10223,20,66.04,12,1320.8,
10235,34,77.73,6,2642.82,
10250,50,61.22,7,3061,
10262,40,79.11,2,3164.4,
10275,28,63.97,12,1791.16,
10284,50,81.86,4,4093,
10297,28,79.8,7,2234.4,
10308,46,66.04,10,3037.84,
10316,24,59.16,2,1419.84,
10328,24,81.17,5,1948.08,
10340,39,59.16,3,2307.24,
10353,40,44.51,7,1780.4,
10361,49,72.33,2,3544.17,
10375,44,82.26,4,3619.44,
10388,35,100,8,3918.95,
10398,22,67.41,4,1483.02,
10401,62,77.73,6,4819.26,
10416,26,61.22,7,1591.72,
10108,31,100,16,3669.78,
10121,25,86.74,3,2168.5,
10135,30,89.8,17,2694,
10145,27,100,4,3251.34,
10159,23,100,12,2347.15,
10169,34,100,12,3920.88,
10180,22,100,7,2514.6,
10190,42,85.72,4,3600.24,
10211,37,100,12,4040.03,
10224,30,100,5,3336.9,
10237,27,100,5,3113.64,
10252,25,100,9,2832,
10264,34,97.97,7,3330.98,
10276,38,100,13,4304.64,
10285,26,100,4,2600.26,
10299,38,100,7,4382.16,
10309,50,84.7,3,4235,
10319,22,100,8,2626.8,
10331,32,100,4,5026.56,
10341,31,71.02,4,2201.62,
10355,40,100,5,4326.8,
10365,22,100,3,3425.18,
10375,41,100,15,4701.88,
10390,45,48.98,12,2204.1,
10403,45,100,5,5189.4,
10106,39,40.15,6,1565.85,
10120,49,50.62,12,2480.38,
10133,27,50.19,7,1355.13,
10143,34,36.66,1,1246.44,
10156,20,41.02,1,820.4,
10168,48,51.93,13,2492.64,
10199,29,38.4,1,1113.6,
10210,43,41.02,11,1763.86,
10223,41,46.26,13,1896.66,
10235,41,35.35,7,1449.35,
10250,36,51.93,8,1869.48,
10262,49,37.97,3,1860.53,
10275,38,45.39,13,1724.82,
10284,33,51.93,5,1713.69,
10296,26,48.44,1,1259.44,
10308,47,43.64,11,2051.08,
10316,34,47.57,3,1617.38,
10328,34,51.93,7,1765.62,
10340,40,50.62,4,2024.8,
10353,40,82.21,8,3288.4,
10361,33,82.59,3,2725.47,
10375,49,65.8,5,3224.2,
10388,27,100,1,3211.38,
10398,49,36.66,5,1796.34,
10401,56,35.35,7,1979.6,
10416,37,51.93,8,1921.41,
10104,33,100,7,3705.24,
10115,27,100,3,2843.91,
10127,46,100,9,6176.42,
10141,44,100,3,5500.44,
10151,26,100,1,3220.1,
10165,48,94.92,10,4556.16,
10176,23,100,9,3114.89,
10184,45,100,4,4948.2,
10195,49,100,4,5161.17,
10207,28,94.92,5,2657.76,
10220,37,100,9,3983.05,
10230,34,100,7,3974.94,
10246,22,100,3,2928.42,
10259,29,100,2,3054.57,
10271,34,98.39,3,3345.26,
10282,38,100,12,4310.72,
10292,41,100,6,4983.14,
10305,42,100,3,4618.32,
10314,28,100,12,3403.12,
10325,38,100,4,5190.42,
10336,23,100,8,3141.57,
10350,31,71.4,8,2213.4,
10359,46,100,2,4896.7,
10371,48,56.55,10,2714.4,
10383,29,100,13,3087.05,
10395,46,100,4,5692.96,
10412,26,100,3,3460.86,
10425,18,100,2,1895.94,
10104,32,53.31,2,1705.92,
10117,21,49.21,11,1033.41,
10127,46,69.12,4,3179.52,
10142,42,49.79,14,2091.18,
10153,31,57.41,13,1779.71,
10165,38,66.78,5,2537.64,
10176,38,64.44,4,2448.72,
10185,20,48.62,15,972.4,
10196,46,62.09,7,2856.14,
10208,30,65.61,15,1968.3,
10220,30,68.54,4,2056.2,
10230,43,52.14,2,2242.02,
10247,49,63.85,4,3128.65,
10272,43,56.82,4,2443.26,
10282,37,66.78,7,2470.86,
10292,35,55.07,1,1927.45,
10306,34,60.34,15,2051.56,
10314,38,61.51,7,2337.38,
10325,44,100,7,5932.96,
10337,21,100,6,2296.77,
10350,44,100,17,6490.88,
10359,25,64.93,4,1623.25,
10372,24,58.58,9,1405.92,
10383,38,60.06,10,2282.28,
10395,45,100,3,8977.05,
10413,51,63.85,4,3256.35,
10108,34,82.99,14,2821.66,
10121,44,74.85,1,3293.4,
10135,44,96,15,4224,
10145,38,81.36,2,3091.68,
10159,31,71.6,10,2219.6,
10169,48,80.55,10,3866.4,
10180,21,93.56,5,1964.76,
10190,40,66.72,2,2668.8,
10211,40,80.55,10,3222,
10224,50,77.29,3,3864.5,
10237,20,68.34,3,1366.8,
10252,48,72.41,7,3475.68,
10264,47,89.5,5,4206.5,
10276,21,70.78,11,1486.38,
10285,39,78.92,2,3077.88,
10299,44,80.55,5,3544.2,
10309,28,88.68,1,2483.04,
10319,45,77.29,6,3478.05,
10331,20,100,5,3657.8,
10341,38,100,3,4682.36,
10356,26,100,4,3937.7,
10365,44,100,2,4984.32,
10375,49,100,8,5406.66,
10390,22,100,13,3491.18,
10403,31,68.34,3,2118.54,
10105,41,70.67,5,2897.47,
10119,25,76.67,14,1916.75,
10129,31,60,5,1860,
10142,41,64,2,2624,
10153,43,64.67,1,2780.81,
10167,43,75.34,12,3239.62,
10177,24,76,3,1824,
10185,21,54,3,1134,
10197,23,64.67,9,1487.41,
10208,38,74.67,3,2837.46,
10222,31,62.67,15,1942.77,
10233,36,70.67,3,2544.12,
10248,36,71.34,6,2568.24,
10261,34,62,4,2108,
10273,21,65.34,7,1372.14,
10283,45,78.67,9,3540.15,
10295,26,75.34,4,1958.84,
10306,50,54,3,2700,
10315,41,62,2,2542,
10326,39,60,1,2340,
10339,22,100,5,2816.44,
10350,46,76.67,11,3526.82,
10373,44,100,14,4627.92,
10385,25,77.34,1,1933.5,
10396,39,66.67,1,2600.13,
10414,37,71.34,6,2639.58,
10106,31,100,7,3312.97,
10120,47,82.21,13,3863.87,
10133,24,77.64,8,1863.36,
10143,36,100,2,3945.96,
10156,48,100,2,4954.08,
10168,28,98.65,14,2762.2,
10199,48,83.12,2,3989.76,
10210,21,78.55,12,1649.55,
10223,25,100,14,2534.75,
10235,25,100,8,2580.25,
10250,31,91.34,9,2831.54,
10262,40,84.03,4,3361.2,
10275,32,89.51,14,2864.32,
10284,24,83.12,6,1994.88,
10296,42,100,2,4296.6,
10308,21,100,12,2224.95,
10316,34,82.21,4,2795.14,
10328,27,100,8,2762.1,
10340,30,88.6,5,2658,
10353,39,100,9,5043.87,
10361,20,60.54,4,1210.8,
10375,37,81.87,6,3029.19,
10388,46,100,2,10066.6,
10398,47,87.69,6,4121.43,
10401,11,100,8,1135.31,
10416,23,91.34,9,2100.82,
10105,29,70.15,12,2034.35,
10117,38,79.68,6,3027.84,
10128,32,97,3,3104,
10142,43,84.01,9,3612.43,
10153,31,87.48,8,2711.88,
10166,29,100,3,3013.97,
10177,31,88.34,10,2738.54,
10185,30,94.4,10,2832,
10196,50,94.4,2,4720,
10208,40,80.55,10,3222,
10221,23,97,4,2231,
10232,26,88.34,7,2296.84,
10248,40,100,13,4157.2,
10273,21,100,14,2146.2,
10282,43,86.61,2,3724.23,
10293,29,71.89,5,2084.81,
10306,38,91.81,10,3488.78,
10314,23,76.22,2,1753.06,
10327,20,100,7,3469.2,
10337,36,70.3,9,2530.8,
10350,28,100,4,2924.32,
10372,44,100,2,4496.8,
10384,49,100,1,6397.44,
10397,32,80.55,5,2577.6,
10414,34,100,13,3533.62,
10106,30,100,16,3177.3,
10119,29,94.14,7,2730.06,
10131,22,85.99,8,1891.78,
10143,26,100,11,2612.48,
10155,32,91.43,9,2925.76,
10167,29,100,5,2940.02,
10178,34,96.86,8,3293.24,
10186,24,99.57,5,2389.68,
10197,24,90.52,2,2172.48,
10209,33,88.71,4,2927.43,
10222,26,100,8,2659.54,
10249,40,95.95,4,3838,
10262,44,94.14,13,4142.16,
10274,24,90.52,5,2172.48,
10283,20,94.14,2,1882.8,
10296,34,100,11,3477.86,
10307,34,97.76,5,3323.84,
10316,45,93.24,13,4195.8,
10328,41,100,9,4156.58,
10339,55,71.25,15,3918.75,
10352,23,100,3,2352.67,
10361,24,45.39,14,1089.36,
10373,32,84.41,15,2701.12,
10386,29,85.76,13,2487.04,
10398,36,100,7,3910.32,
10400,46,87.8,5,4038.8,
10415,32,95.95,4,3070.4,
10106,34,100,9,3763.46,
10120,24,100,15,2584.8,
10131,40,100,1,4427.6,
10143,26,82.77,4,2152.02,
10155,20,100,2,2353.4,
10168,31,100,16,3431.39,
10178,22,87.75,1,1930.5,
10198,42,100,1,4774.56,
10210,26,99.72,14,2592.72,
10222,37,87.75,1,3246.75,
10235,38,88.75,10,3372.5,
10250,35,100,11,3909.15,
10262,33,90.75,6,2994.75,
10275,39,100,16,4472.52,
10284,45,100,8,4576.95,
10296,24,100,4,2441.04,
10308,35,88.75,14,3106.25,
10316,23,100,6,2706.41,
10328,37,100,10,4021.53,
10340,55,87.75,7,4826.25,
10352,49,100,2,4935.28,
10361,26,100,9,2754.7,
10375,33,100,1,3856.71,
10386,37,83.84,14,3102.08,
10398,22,86.76,8,1908.72,
10401,85,88.75,10,7543.75,
10416,22,100,11,2457.18,
10105,31,65.77,3,2038.87,
10119,38,65.77,12,2499.26,
10129,45,85.29,3,3838.05,
10143,31,85.29,16,2643.99,
10154,36,64.33,1,2315.88,
10167,46,70.11,10,3225.06,
10177,32,76.62,1,2451.84,
10185,39,57.82,1,2254.98,
10197,50,78.79,7,3939.5,
10208,46,74.45,1,3424.7,
10222,36,80.95,13,2914.2,
10233,29,82.4,1,2389.6,
10248,32,75.89,4,2428.48,
10261,44,68.67,2,3021.48,
10273,42,62.16,5,2610.72,
10283,47,65.77,7,3091.19,
10295,44,58.55,2,2576.2,
10306,43,75.17,1,3232.31,
10316,48,74.45,18,3573.6,
10327,21,96.31,1,2022.51,
10339,50,74.35,9,3717.5,
10350,29,75.35,12,2185.15,
10373,41,70.33,16,2883.53,
10386,37,100,10,5017.57,
10397,22,66.5,4,1463,
10414,31,75.89,4,2352.59,
10103,42,100,6,4460.82,
10114,42,100,10,4758.18,
10126,45,100,6,4597.2,
10140,36,100,6,4114.8,
10150,20,100,3,2104,
10164,39,81.93,4,3195.27,
10175,42,85.98,11,3611.16,
10183,23,86.99,3,2000.77,
10194,26,89.01,6,2314.26,
10206,33,100,1,3871.89,
10217,31,88,6,2728,
10229,50,100,11,5614,
10245,44,100,4,4628.8,
10258,45,80.92,1,3641.4,
10270,46,88,4,4048,
10281,27,85.98,11,2321.46,
10291,28,100,6,3256.96,
10304,40,100,1,4208,
10313,30,99.13,9,2973.9,
10324,34,100,5,4248.3,
10336,46,100,2,9558.8,
